cut_id,program_name,cut_type,announcement_date,announcement_year,effective_term,status,students_affected,faculty_affected,cip_code,notes,institution_id,institution_name_collegecuts,institution_city,institution_state_abbr,institution_state_full,institution_control,institution_url,institution_unitid,matched_unitid,match_method,in_financial_tracker,financial_warning_count,tracker_institution_name,tracker_control_label,tracker_sector,tracker_level,tracker_urbanization,tracker_category,tracker_enrollment_headcount_total,tracker_enrollment_pct_change_5yr,tracker_enrollment_decline_last_3_of_5,tracker_revenue_total,tracker_expenses_total,tracker_revenue_pct_change_5yr,tracker_revenue_decreased_5yr,tracker_revenue_10pct_drop_last_3_of_5,tracker_loss_amount,tracker_ended_2024_at_loss,tracker_losses_last_3_of_5,tracker_loss_years_last_5,tracker_loss_years_last_10,tracker_net_tuition_per_fte,tracker_net_tuition_per_fte_change_5yr,tracker_tuition_dependence_pct,tracker_staff_headcount_total,tracker_staff_headcount_instructional,tracker_staff_total_headcount_pct_change_5yr,tracker_staff_instructional_headcount_pct_change_5yr,tracker_pct_international_all,tracker_pct_international_undergraduate,tracker_pct_international_graduate,tracker_international_enrollment_pct_change_5yr,tracker_international_enrollment_pct_change_10yr,tracker_share_grad_students,tracker_federal_grants_contracts_pell_adjusted_pct_core_revenue,tracker_federal_grants_contracts_pell_adjusted_pct_change_5yr,tracker_state_funding_pct_core_revenue,tracker_state_funding_pct_change_5yr,tracker_endowment_value,tracker_endowment_pct_change_5yr,tracker_discount_rate,tracker_discount_pct_change_5yr,tracker_liquidity,tracker_liquidity_percentile_private_nfp,tracker_leverage,tracker_leverage_percentile_private_nfp,tracker_loan_pct_undergrad_federal_latest,tracker_loan_count_undergrad_federal_latest,tracker_loan_avg_undergrad_federal_latest,source_id,source_url,source_title,source_publication,source_published_at
97ee17d8-a96e-4bdc-9354-f0dc8074afe4,Adaptive Athletics Program (Wheelchair Basketball) Discontinued,department_closure,2026-01-15,2026,2025-26,confirmed,,,,Eastern Washington University announced the discontinuation of its Division I adaptive athletics program (wheelchair basketball) at the end of the 2025-26 academic season due to sustainability and financial challenges. The program was the first of its kind in the Pacific Northwest.,c086a865-9d23-446d-801d-194cfcd7a6e8,Eastern Washington University,Cheney,WA,Washington,Public,https://www.ewu.edu,,235097,normalized_name_state_fallback,TRUE,0,Eastern Washington University,Public,"Public, 4-year or above",Four or more years,Town: Fringe,"Degree-granting, primarily baccalaureate or above",18373,15.111835098051502,No,267550987,252142410,11.757855909196032,No,No,15408577,No,No,0,3,8207.83913965465,6.74462326933007,30.38009013212872,1431,620,-7.974276527331189,-2.97339593114241,0.00364665541827681,0.00325166364186327,0.00466109924257137,-86.0125260960334,-85.86497890295358,0.28024819027921405,0.04398683152745662,142.48376493706866,0.31398709633672617,43.33968637617472,48340888,44.98813362609561,0.2684511504608429,-1.955335290561895,0.14373364848826967,,0.3187770328931466,,35,2539,6280,481d32ab-492f-42fc-9841-7911832ac6b3,https://www.kxly.com/news/eastern-washington-university-cuts-wheelchair-basketball-program/article_d29f0032-c281-47df-aebb-d8a207afbc3a.html,"Eastern Washington University's Discontinuation of Its Adaptive Athletics Program: Institutional Decision-Making, Fiscal Constraints, and the Landscape of Collegiate Wheelchair Basketball",KXLY,2026-01-15
d7db3ff3-4741-413c-bb09-c525c31f7d28,Football Program Suspended,program_suspension,2026-01-05,2026,2026-27,confirmed,,,,"Program suspended after multiple seasons of losses, financial unsustainability, and media investigations. Head coach Desmond Gumbs stepped down; intent to return in Division II.",2a83499e-4a8d-4cd5-922c-edced0a8ea6e,Lincoln University,Oakland,CA,California,Private non-profit,https://www.lincolnuca.edu,,117557,normalized_name_state_fallback,TRUE,1,Lincoln University,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",623,-4.447852760736196,No,6436347,6436347,26.706403663342147,No,No,0,No,No,0,0,9603.720156555772,27.77242006585592,76.24668154156387,84,27,35.483870967741936,-22.857142857142858,0.6934189406099518,0.3617021276595745,0.967741935483871,-26.779661016949152,-14.792899408284024,0.5473515248796148,0,,0,,,,0,,0.6202818432612293,84.8,0.308166715925028,51,0,0,3739,26b094d6-5033-4681-9835-8e407e107e70,https://www.usatoday.com/story/sports/2026/01/08/lincoln-university-football-oakland-coach-program-suspend/88088321007/,Lincoln University football dreams unraveled: How a college team failed players,USA Today,2026-01-08
c81ed45f-a114-4ff9-8ea5-6bcd2fdc86b6,Staff Layoffs,staff_layoff,2025-12-26,2025,,confirmed,,33,,"Restructuring to address structural budget imbalances, cutting 33 positions and redesigning 30 others as part of $4 million realignment.",bdf08bf6-1b93-4a30-a6ca-9a3daaebbf10,Western Wyoming Community College,Rock Springs,WY,Wyoming,Public,https://www.westernwyoming.edu,,240693,normalized_name_state_fallback,TRUE,0,Western Wyoming Community College,Public,"Public, 4-year or above",Four or more years,Town: Remote,"Degree-granting, not primarily baccalaureate or above",3279,,No,44628828,42208955,,,No,2419873,No,No,0,0,2145.1634897360705,,6.5563070578505895,488,240,,,0.00823421774931381,0.00823421774931381,,,,,0.03721396758225701,,0.2949277901957554,,17878035,,0.5804329680694903,,-0.02979557113997785,,0.33483174373918184,,12,291,6588,dbd219bf-5028-4896-acde-54193029b06e,https://www.wyomingnews.com/rocketminer/western-president-kirk-young-explains-where-rifs-occurred-reasoning-behind-decisions/article_dad6fbe4-fb28-42fe-8ebc-a79a8b7faea3.html,Western Wyoming Community College announces restructuring to meet long-term budget goals,Rocket Miner,2023-12-08
028e6be7-2dd3-464d-9447-8c775ff7312d,Staff layoff,staff_layoff,2025-12-17,2025,,confirmed,,16,,Lay offs as part of the Universitys efforts to achieve a 12:1 student-faculty ratio.,3040aa8e-ed93-40fb-9e4f-aa2114e1083f,Christian Brothers University,Memphis,TN,Tennessee,Private non-profit,https://www.cbu.edu/,,219833,normalized_name_state_fallback,TRUE,1,Christian Brothers University,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",2366,1.5450643776824031,Yes,47273825,47273825,22.544884102838857,No,No,0,No,No,0,0,12249.568503937007,9.569069350569428,49.36225913600179,364,190,-6.905370843989769,-10.7981220657277,0.28402366863905326,0.06961077844311377,0.5621359223300971,622.5806451612902,1192.3076923076924,0.4353338968723584,0.01345111274243043,,0,,44330912,7.48006853077187,0.4510142294472672,-9.963782251670212,0.42697617982333774,69.1,0.15177477592720648,22.3,29,350,8848,35f47036-31a2-43b1-95a2-0b4609bdce6f,https://www.actionnews5.com/2025/12/17/christian-brothers-university-announces-faculty-layoffs/,Christian Brothers University announces faculty layoffs,Action News 5,
3e920bc0-bb34-4097-a007-f70dfb1b3954,Staff layoff,staff_layoff,2025-12-15,2025,,confirmed,,114,,"The reduction accounts for 7.6% of full-time and part-time staff, according to a message from President Rob Manuel.",290d2258-ffec-47bf-a991-70b3010ee923,DePaul University,Chicago,IL,Illinois,Private non-profit,https://www.depaul.edu/,,144740,normalized_name_state_fallback,TRUE,2,DePaul University,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",24433,-8.562553796639346,Yes,704466000,704466000,16.227992747155206,No,No,0,No,No,0,0,22960.233029381965,-6.917382914137808,64.3373846289246,3282,1721,-5.553956834532374,-6.314643440391943,0.11509024679736422,0.03731107316764687,0.2577726218097448,75.96996245306633,73.36621454993835,0.35280153890230426,0.02613024346319169,71.44304823672478,0,,1025211000,47.20483249384021,0.3953662259708675,24.07650189553177,0.7143507519402094,89.9,0.21251849833860045,33.9,46,6591,6317,6d1d093a-91a8-477b-b56c-6da438816b25,https://www.yahoo.com/news/articles/depaul-university-lays-off-114-194000783.html,DePaul lays off 114 staff members to help reduce budget shortfall,Yahoo News,2025-12-15
99ca38ea-837c-4ed5-90e5-c90503f029cd,Program suspension and Staff layoff,program_suspension,2025-12-09,2025,,confirmed,,10,,"The private liberal arts college announced it will cut theater, communication arts, and philosophy majors — all programs with low enrollment numbers.",21226c9c-9eb9-4bb2-8862-58b549d9179d,College of Idaho,Caldwell,ID,Idaho,Private non-profit,https://www.collegeofidaho.edu,,,unmatched,FALSE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858a6fba-93b5-47c8-8523-689a536027a6,https://www.kivitv.com/canyon-county/college-of-idaho-cuts-three-majors-lays-off-10-employees-in-academic-restructuring,"Theater, Debate And Philosophy Dropped In College Of Idaho Cuts",Idaho6 News,
7ed928be-cea6-49e5-bf0d-21ed03f01aee,Institution closing,institution_closure,2025-12-09,2025,2025FA,confirmed,,,,University suspended operations due to financial challenges and enrollment decline.,433ded9d-077e-497c-843a-9b13aad6edd1,Martin University,Indianapolis,IN,Indiana,Private non-profit,https://www.martin.edu,,151810,normalized_name_state_fallback,TRUE,2,Martin University,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",298,-27.669902912621357,Yes,7618377,7618377,66.70485794354853,No,No,0,No,No,0,0,13431.606741573034,7.916706442732864,31.382353485525854,41,9,7.894736842105263,28.57142857142857,0.0134228187919463,0.01298701298701298,0.01492537313432835,100,100,0.22483221476510068,0,,0,,,,0.01479521825666637,,0.42049497396421104,68.2,0.2480865741500252,41,51,91,7900,c5d2bb0c-f771-4697-b951-1f2ac82bf774,https://www.wthr.com/article/news/education/martin-university-pausing-operations-end-2025-semester-college-indianapolis/531-de213904-c26d-443e-a54c-b62bebd2a2ea,"Martin University suspending operations amid financial challenges, enrollment drop",WTHR,2025-12-09
d7e36650-2dac-46c4-93c6-878580966d57,The college will drop the 11 majors and associated courses in the upcoming semester,program_suspension,2025-11-24,2025,2026-27,confirmed,,,,"Cornell College to cut courses, citing student enrollment and data",d8dd4147-d62f-4720-98ed-802f5d3cc57e,Cornell College,Mount Vernon,IA,Iowa,Private non-profit,https://www.cornellcollege.edu/,,153162,normalized_name_state_fallback,TRUE,2,Cornell College,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Fringe,"Degree-granting, primarily baccalaureate or above",1142,-0.08748906386701663,Yes,59548249,59548249,46.62088989309163,No,No,0,No,No,0,0,14480.365619546248,2.5353459043649464,27.867316468029145,297,94,2.061855670103093,-1.0526315789473684,0.02802101576182136,0.02807017543859649,0,-57.89473684210527,-51.51515151515152,0.00175131348511383,0.00208576954703165,-82.48216689215275,0,,100874798,32.2287252304789,0.6590651066301179,25.179548159696203,0.40041584491932697,65.7,0.14938062719398945,21.8,65,707,6861,557dd3e4-2607-49fd-b82b-f7e7d11b6ef8,https://www.kcrg.com/2025/11/24/cornell-college-cut-courses-citing-student-enrollment/,Changes to Academic Offerings at Cornell College,KCRG,2025-11-06
3574aefe-4cd6-4ab3-a877-f18993c30d58,Layoffs at Florida Solar Energy Center,staff_layoff,2025-11-21,2025,,confirmed,,57,,Layoffs due to decline in external research funding and federal energy research priorities shift; resulted in elimination of 57 positions at FSEC.,daef2397-64de-45e4-ba99-7b4f8ce8e880,University of Central Florida,Orlando,FL,Florida,Public,https://www.ucf.edu,,132903,normalized_name_state_fallback,TRUE,2,University of Central Florida,Public,"Public, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",80755,0.469033815223071,No,1442560194,1450962550,17.34809452030466,No,No,-8402356,Yes,Yes,5,7,4732.775989180453,-9.081588691726234,19.8919214736075,6443,2399,1.273184533165671,4.622764936764065,0.04668441582564547,0.03415796970842175,0.11875888600819604,20.37037037037037,124.94033412887828,0.14806513528574083,0.1022591714460879,38.94109280456989,0.3464483819781988,25.902021092078687,201916665,24.01465772807905,0.4592463211709514,16.427878660164748,-0.04938970797093485,,0.4541713440880822,,23,13429,6814,ff99e9e3-bc60-4b08-9e5e-a3c1dd300630,https://www.orlandosentinel.com/2025/11/21/ucf-lays-off-65-employees-most-tied-to-shifting-federal-priorities-school-says,UCF will lay off staff at Florida Solar Energy Center due to loss of research funding,Orlando Sentinel,2025-11-21
d492b6b1-f2e0-487f-b8e3-28a166ee0907,Staff reduction at Video Data Bank,staff_layoff,2025-11-17,2025,,confirmed,,20,,"Staff reductions affecting the Video Data Bank at SAIC eliminated 3 of 5 staff roles including the director, citing institutional financial pressures linked to declining international student enrollment; concern raised about the long-term viability of the collection and services.",0ca62372-4a93-4c61-88b5-e6fd416983bc,School of the Art Institute of Chicago,Chicago,IL,Illinois,Private non-profit,https://www.saic.edu,,143048,normalized_name_state_fallback,TRUE,2,School of the Art Institute of Chicago,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",3597,-10.030015007503753,Yes,161747345,161747345,0.5855925026130452,No,No,0,No,No,0,0,37286.50107460854,6.70879716177957,75.08137706989874,1096,681,-5.760963026655202,-6.584362139917696,0.3060884070058382,0.2967032967032967,0.345985401459854,-18.50481125092524,10.21021021021021,0.19043647484014456,0.00736706088549156,157.39165054341626,0,,416852000,73.55238396589338,0.2682042801495731,9.27840027430734,,,,,37,1033,7023,49c6a41c-80e9-41ce-8163-8607d51d10b4,https://hyperallergic.com/1057696/school-of-the-art-institute-of-chicago-lays-off-20-workers/,Layoffs Put World-Renowned Chicago Video Art Collection in Jeopardy,HyperAllergic,2025-11-17
